Date,Open,High,Low,Close,Adj Close,Volume,Labels,Labels2
2001-11-01,107.25,110.169998,106.900002,109.889999,76.491646,8024000,,
2001-11-02,109.150002,110.300003,108.769997,109.5,76.220161,6216900,,
2001-11-05,109.949997,110.589996,109.080002,109.970001,76.547348,5708500,,
2001-11-06,109.599998,114.800003,109.0,113.610001,79.081032,8509700,,
2001-11-07,113.050003,115.199997,113.029999,113.849998,79.345863,10129700,,
2001-11-08,113.959999,115.559998,113.610001,113.809998,79.317993,7991200,hold,
2001-11-09,113.099998,114.900002,113.099998,114.080002,79.506165,5045900,hold,
2001-11-12,113.0,114.900002,112.050003,114.860001,80.049759,5608400,hold,
2001-11-13,115.699997,117.0,115.699997,116.699997,81.332123,9216700,sell,sell
2001-11-14,116.699997,116.849998,113.330002,114.349998,79.69433599999998,8091700,hold,
2001-11-15,114.099998,116.330002,113.839996,114.75,79.973083,7013800,hold,
2001-11-16,115.0,115.0,112.550003,114.5,79.798866,6661500,hold,
2001-11-19,114.699997,115.800003,113.769997,115.0,80.14733100000002,4931300,hold,
2001-11-20,114.349998,116.800003,114.25,115.440002,80.453987,6452200,hold,
2001-11-21,114.949997,115.25,113.050003,114.339996,79.687363,4184700,hold,
2001-11-23,114.290001,115.370003,113.720001,115.349998,80.391289,1714000,hold,
2001-11-26,115.900002,116.400002,115.199997,116.330002,81.074265,4854300,sell,sell
2001-11-27,116.25,116.300003,114.07,114.199997,79.589783,6894100,hold,
2001-11-28,114.099998,114.379997,112.099998,112.150002,78.16109499999997,6161200,buy,buy
2001-11-29,112.900002,114.550003,111.809998,114.43,79.75012199999998,6128700,hold,
2001-11-30,114.43,115.940002,113.800003,115.589996,80.558548,5597800,hold,
2001-12-03,114.800003,114.849998,113.209999,114.129997,79.541,5785800,hold,
2001-12-04,114.300003,116.720001,113.379997,116.639999,81.290329,6585900,hold,
2001-12-05,116.849998,121.980003,116.650002,121.400002,84.607697,14646200,hold,
2001-12-06,120.5,121.699997,119.800003,120.139999,83.729576,11225700,hold,
