Date,Open,High,Low,Close,Adj Close,Volume,Labels
2001-11-01,22.6,22.674999,21.85,22.6,12.997517,4934600,
2001-11-02,22.549999,22.9,22.325001,22.855,13.144174,3090600,
2001-11-05,22.975,23.235001,22.9,23.049999,13.256322,3519400,
2001-11-06,23.125,23.9,22.870001,23.895,13.742284,4498600,
2001-11-07,23.799999,24.424999,23.6,24.15,13.888941,4813400,
2001-11-08,24.200001,24.905001,24.15,24.195,13.914824,4637600,hold
2001-11-09,24.290001,24.475,23.805,24.125,13.874558,2983200,hold
2001-11-12,24.025,24.379999,23.5,23.889999,13.739413,2079800,buy
2001-11-13,24.375,24.695,24.200001,24.48,14.078728,3655000,hold
2001-11-14,24.975,24.985001,24.15,24.190001,13.911942000000002,4704000,hold
2001-11-15,24.15,24.15,23.709999,23.985001,13.794049,4999800,hold
2001-11-16,24.25,24.625,24.075001,24.549999,14.118988,5166600,hold
2001-11-19,24.674999,25.075001,24.379999,25.004999,14.380663,4674200,sell
2001-11-20,24.75,24.870001,24.26,24.6,14.147737,4779200,hold
2001-11-21,24.6,24.674999,24.135,24.209999,13.923443,3313200,hold
2001-11-23,24.209999,24.32,24.094999,24.32,13.986704,2175000,hold
2001-11-26,24.445,24.625,24.174999,24.625,14.162117000000002,2495200,hold
2001-11-27,24.325001,24.625,23.975,24.35,14.003963,3714000,hold
2001-11-28,24.35,24.35,24.0,24.094999,13.85731,2016200,hold
2001-11-29,24.094999,24.200001,23.775,24.1,13.860188,3087000,hold
2001-11-30,23.875,24.094999,23.665001,23.709999,13.635895,3615200,hold
2001-12-03,23.709999,23.75,23.35,23.705,13.633018,3487000,buy
2001-12-04,23.825001,24.245001,23.610001,24.23,13.93495,2364400,hold
2001-12-05,24.5,25.5,24.424999,25.275,14.535937,4670600,hold
2001-12-06,25.475,25.844999,25.235001,25.254999,14.524437,4728800,hold
2001-12-07,25.1,25.825001,25.055,25.575001,14.708469,4309200,sell
2001-12-10,25.575001,25.575001,24.950001,25.004999,14.380663,4095000,hold
2001-12-11,25.004999,25.549999,25.0,25.25,14.521563,2909200,hold
2001-12-12,25.25,25.525,25.105,25.5,14.665339,3784600,hold
2001-12-13,25.325001,25.575001,25.049999,25.105,14.438175,2454000,hold
2001-12-14,25.014999,25.120001,24.35,25.035,14.397912,4585600,hold
2001-12-17,24.85,25.280001,24.85,24.950001,14.34903,2463000,buy
2001-12-18,25.25,25.885,25.23,25.68,14.768864,2632000,hold
2001-12-19,25.68,26.075001,25.51,26.025,14.967272,3861600,hold
2001-12-20,25.9,25.905001,25.27,25.299999,14.550317,2752600,hold
2001-12-21,25.625,25.834999,25.6,25.725,14.794744,3410000,hold
2001-12-24,25.725,26.125,25.725,26.0,14.952899,858800,hold
2001-12-26,25.924999,26.4,25.879999,26.225,15.082296,1760400,hold
2001-12-27,26.23,26.475,26.120001,26.379999,15.171432,1336400,hold
2001-12-28,26.450001,26.620001,26.165001,26.594999,15.295084,2038400,hold
2001-12-31,26.424999,26.549999,26.1,26.125,15.024779,2041000,hold
2002-01-02,26.174999,26.299999,25.5,25.825001,14.852247,4030200,hold
2002-01-03,25.83,26.174999,25.73,26.165001,15.047788,3149000,hold
2002-01-04,26.200001,27.02,26.200001,26.93,15.487748000000002,5030600,sell
2002-01-07,26.875,27.045,26.525,26.575001,15.28358,2739800,hold
2002-01-08,26.184999,26.190001,25.495001,25.674999,14.765985,6399000,hold
2002-01-09,25.924999,26.415001,25.725,25.780001,14.826372,3375800,hold
2002-01-10,25.700001,25.9,25.389999,25.57,14.705596,2487000,hold
2002-01-11,25.674999,25.950001,25.41,25.41,14.61358,2428000,hold
2002-01-14,25.379999,25.625,25.209999,25.245001,14.518689000000002,2803600,hold
2002-01-15,25.25,25.450001,24.85,24.875,14.3059,3242400,hold
2002-01-16,24.875,24.875,24.01,24.01,13.808421,4496600,buy
2002-01-17,24.049999,24.825001,24.049999,24.655001,14.389125,3986600,hold
2002-01-18,24.655001,24.785,24.475,24.49,14.29283,3320800,hold
2002-01-22,24.504999,24.674999,24.09,24.09,14.059375,3211600,hold
2002-01-23,23.85,24.424999,23.375,24.379999,14.228629000000002,5761000,hold
2002-01-24,24.375,24.93,24.299999,24.549999,14.327849,2495400,hold
2002-01-25,24.65,25.139999,24.450001,25.049999,14.619656,2583600,hold
